agreement_state,insurance_type,annual_premium,sum_insured,date_of_birth,issue_date,premium_payment_term,insurance_term,technical_start,debt,insured_person,issuing_company,surrender_value,non_invested_founds,max_available_withdrawal,value_of_emergency_insurance,value_of_personal_account,valid_until,eligible_persons
new,whole_of_life,3428.33,95993.24,2001-12-16,2043-12-26,14,9999,2044-01-18,3428.33,Jessica Irwin,Company D,0.0,0,0.0,7500,0,99999,Ronald Williamson
declined,annuity,6888.23,7232.64,1991-04-05,2024-05-29,19,31,2024-06-23,0.0,Sean Jennings,Company D,0.0,0,0.0,13000,0,2055-06-16,Roger Poole
paid_up,UL_endowment,7995.01,543660.68,1972-09-26,2004-06-27,34,48,2004-07-25,0.0,Benjamin Roach,Company A,190281.24,0,190281.24,20000,0,2052-07-13,Nicholas Mejia
paid_up,whole_of_life,7149.74,457583.36,1990-03-02,2029-09-26,32,9999,2029-10-14,7149.74,Lauren Martin,Company D,0.0,0,0.0,7000,0,99999,Cheryl Poole
paid_up,term_insurance,1511.08,24177.28,1956-02-07,1996-05-27,8,13,1996-06-16,0.0,Robert Holmes,Company C,0.0,0,0.0,9000,0,2009-06-13,Daniel Weaver
closed,UL_endowment,10672.3,554959.6,1996-04-26,2028-05-28,26,12,2028-06-19,0.0,Linda Robinson MD,Company C,0.0,0,0.0,3000,0,2024-01-31T00:00:00,William Santos
paid_up,term_insurance,3544.63,148874.46,1973-03-30,2000-10-16,21,41,2000-11-10,0.0,Sonya Watson,Company B,0.0,0,0.0,8000,0,2041-10-31,Laura Cruz
closed,UL_endowment,3919.98,211678.92,1996-05-09,2023-01-28,27,15,2023-02-05,0.0,Victoria Campbell,Company C,0.0,0,0.0,12500,0,2024-01-31T00:00:00,Michael Dillon
new,annuity,11784.72,12373.96,1982-10-05,2004-05-30,7,21,2004-06-05,2356.94,Pamela Smith MD,Company B,65994.43,0,65994.43,13500,0,2025-05-31,Lynn Poole
paid_up,term_insurance,1290.03,20640.48,1953-03-18,1997-11-18,8,38,1997-12-09,0.0,Daniel Rojas,Company C,0.0,0,0.0,9500,0,2035-11-30,Jeffrey Thomas
declined,term_insurance,10454.91,167278.56,1975-09-20,2018-04-03,8,34,2018-04-24,0.0,Dr. Natasha Mcguire,Company B,0.0,0,0.0,10500,0,2052-04-15,Patricia Fritz
closed,UL_endowment,3570.59,35705.9,1995-05-10,2034-07-03,5,14,2034-07-31,0.0,Tara Ramos,Company D,0.0,0,0.0,11000,0,2024-01-31T00:00:00,Alexandria Jones
closed,UL_endowment,3449.53,89687.78,2000-07-16,2042-01-20,13,50,2042-02-13,1149.84,Laura Valdez,Company A,0.0,0,0.0,4000,0,2024-01-31T00:00:00,Shaun Fisher
new,term_insurance,10515.17,588849.52,2006-07-15,2051-08-15,28,26,2051-08-17,0.0,John Mathews,Company D,0.0,0,0.0,15500,0,2077-08-10,Anthony Anderson
closed,annuity,1282.7,1346.84,1948-10-17,1984-06-21,27,50,1984-07-21,213.78,Sheila Pena,Company A,0.0,0,0.0,15000,0,2024-01-31T00:00:00,Cynthia Berry
closed,UL_endowment,5511.93,209453.34,1977-04-15,2019-02-11,19,34,2019-02-21,0.0,Jeremiah Gonzalez,Company B,0.0,0,0.0,17500,0,2024-01-31T00:00:00,Matthew Vega
paid_up,endowment,4508.56,90171.2,1962-04-26,1994-02-22,10,11,1994-02-24,0.0,Ms. Robin Lucero,Company B,31559.92,0,31559.92,17000,0,2005-02-21,Angela Park
new,endowment,9396.13,187922.6,1971-01-08,2011-06-27,10,46,2011-07-16,1566.02,Emily Hawkins,Company A,65772.91,0,65772.91,4500,0,2057-07-04,Sophia Jordan
closed,whole_of_life,1247.54,59881.92,1985-05-14,2008-11-03,24,9999,2008-11-13,415.85,Douglas Myers,Company C,0.0,0,0.0,12000,0,99999,Jeffrey Wright
declined,whole_of_life,1527.2,54979.2,1979-03-20,2025-10-17,18,9999,2025-11-06,305.44,Hayley Wheeler,Company C,0.0,0,0.0,4000,0,99999,Shawna Kemp
new,endowment,4827.16,222049.36,1982-10-23,2030-07-26,23,28,2030-08-21,0.0,Ruben Jensen,Company A,77717.28,0,77717.28,10500,0,2058-08-14,William Johnson
new,UL_endowment,5164.27,82628.32,1957-11-27,2003-04-05,8,43,2003-04-12,860.71,Mary Reed,Company A,28919.91,0,28919.91,3000,0,2046-04-01,Jason Arnold
paid_up,whole_of_life,8398.07,134369.12,1955-06-27,1995-02-12,8,9999,1995-03-02,8398.07,Kathryn Smith,Company B,0.0,0,0.0,8500,0,99999,Lisa Griffin
declined,UL_endowment,11353.63,613096.02,1974-11-23,2004-03-11,27,34,2004-03-31,0.0,Lisa Chaney,Company A,0.0,0,0.0,12500,0,2038-03-23,Aaron Marquez
new,endowment,8009.49,400474.5,1998-10-15,2040-09-22,25,24,2040-10-04,0.0,Paul Cruz,Company D,140166.07,0,140166.07,5000,0,2064-09-28,Thomas Parrish
new,endowment,10746.94,408383.72,1965-11-27,1998-08-06,19,28,1998-08-19,3582.31,Alexander Perry,Company B,142934.3,0,142934.3,15500,0,2026-08-12,Justin Crawford
paid_up,term_insurance,1299.36,57171.84,1970-05-22,1995-11-24,22,25,1995-12-12,1299.36,Carolyn Wallace,Company C,0.0,0,0.0,6500,0,2020-12-05,Kyle Cruz
closed,endowment,9857.01,630848.64,1968-08-28,2013-12-08,32,40,2013-12-14,2464.25,Karen Davila,Company A,0.0,0,0.0,4500,0,2024-01-31T00:00:00,Natalie Avila
closed,whole_of_life,4448.99,44489.9,1952-06-04,1994-02-24,5,9999,1994-02-28,0.0,John Stein,Company B,0.0,0,0.0,11000,0,99999,Kristina Wells
declined,term_insurance,8564.28,411085.44,1959-08-04,1985-02-25,24,14,1985-03-06,0.0,Crystal Bryant,Company A,0.0,0,0.0,12500,0,1999-03-03,Jesse Hunt
closed,UL_endowment,2402.83,163392.44,1961-03-28,1983-03-16,34,10,1983-04-04,2402.83,Benjamin Williams,Company A,0.0,0,0.0,3500,0,2024-01-31T00:00:00,Rhonda Baker
new,endowment,7561.18,287324.84,1967-10-10,2008-08-11,19,30,2008-08-21,1890.3,Courtney Moreno,Company A,100563.69,0,100563.69,13000,0,2038-08-14,Michelle Graham
paid_up,UL_endowment,2228.2,129235.6,1997-03-22,2045-10-23,29,22,2045-11-10,742.73,Donald Medina,Company D,45232.46,0,45232.46,10500,0,2067-11-05,Isabella Edwards
declined,UL_endowment,10549.11,675143.04,1980-01-17,2015-05-27,32,39,2015-06-07,0.0,Joshua Gordon,Company A,0.0,0,0.0,14000,0,2054-05-28,Paula Patton
new,whole_of_life,10161.13,325156.16,1982-02-20,2004-12-12,16,9999,2005-01-10,2540.28,April Stephenson,Company A,0.0,0,0.0,9500,0,99999,Hunter Weaver
declined,annuity,7313.88,7679.57,2002-10-08,2050-09-04,22,9,2050-09-13,1462.78,Kathryn Williams,Company A,0.0,0,0.0,16000,0,2059-09-11,Kelly Roberts
closed,annuity,1780.88,1869.92,1948-01-26,1992-11-05,34,39,1992-12-05,296.81,Kimberly Rose,Company C,0.0,0,0.0,15500,0,2024-01-31T00:00:00,Stephen Nelson
new,whole_of_life,6597.32,131946.4,1954-10-26,2001-12-12,10,9999,2001-12-20,6597.32,Marissa Williams,Company B,0.0,0,0.0,7500,0,99999,Nicholas Wolfe
new,endowment,10420.18,229243.96,1961-12-11,1998-01-03,11,12,1998-01-14,10420.18,Tasha Cruz,Company A,80235.39,0,80235.39,13500,0,2010-01-11,Steve Garcia
closed,UL_endowment,6682.35,240564.6,1969-06-05,1996-02-07,18,48,1996-03-02,0.0,Anne Johnson,Company A,0.0,0,0.0,9000,0,2024-01-31T00:00:00,Michelle Avila
declined,endowment,6029.06,409976.08,1978-03-19,2002-11-18,34,9,2002-12-18,0.0,Dean Farley,Company D,0.0,0,0.0,5500,0,2011-12-16,Robert Price
declined,endowment,9951.11,278631.08,1989-11-10,2018-03-26,14,10,2018-04-08,0.0,Heather Martinez,Company B,0.0,0,0.0,15500,0,2028-04-05,Scott Rogers
paid_up,term_insurance,2025.64,40512.8,2000-12-24,2040-05-30,10,36,2040-05-31,0.0,Zachary Gomez,Company D,0.0,0,0.0,19500,0,2076-05-22,Larry Simpson
closed,whole_of_life,5861.74,363427.88,1960-11-14,1988-03-23,31,9999,1988-04-20,0.0,Kathleen Rodriguez,Company B,0.0,0,0.0,14000,0,99999,Ashley Barnett
new,endowment,6190.08,433305.6,1955-03-13,1983-01-13,35,9,1983-01-26,0.0,Jody Bailey,Company A,151656.96,0,151656.96,2500,0,1992-01-24,Monique Greene
paid_up,annuity,11528.05,12104.45,1971-07-31,2016-01-04,18,16,2016-01-20,0.0,Victoria Morris,Company D,166003.92,0,166003.92,20000,0,2032-01-16,Mario Flores
new,annuity,2671.38,2804.95,1948-03-05,1970-05-12,25,30,1970-05-30,0.0,Dawn Mays,Company A,53427.6,0,53427.6,17500,0,2000-05-22,Juan Peters
new,annuity,6922.45,7268.57,1992-11-30,2034-07-20,7,16,2034-07-26,1153.74,Greg Williams,Company B,38765.72,0,38765.72,13500,0,2050-07-22,Antonio Hansen
paid_up,annuity,8125.11,8531.37,2004-05-20,2034-12-24,32,38,2034-12-31,2031.28,Johnathan Edwards,Company D,208002.82,0,208002.82,5000,0,2072-12-21,Andrea Barber
new,term_insurance,7511.94,105167.16,1952-01-09,1981-12-13,7,47,1981-12-22,0.0,Aimee Bradley,Company D,0.0,0,0.0,2500,0,2028-12-10,Ashley Durham
new,whole_of_life,8698.05,539279.1,2002-02-28,2035-05-03,31,9999,2035-05-29,4349.02,Emily Herman,Company B,0.0,0,0.0,5500,0,99999,Tony Griffin
closed,term_insurance,10617.59,276057.34,2001-04-02,2031-09-26,13,7,2031-09-27,0.0,Kristy Young,Company A,0.0,0,0.0,2500,0,2024-01-31T00:00:00,Alison Mcbride
new,UL_endowment,4420.6,97253.2,1954-08-25,1990-12-16,11,19,1990-12-26,0.0,Tamara Winters,Company C,34038.62,0,34038.62,15000,0,2009-12-21,William Lawrence
paid_up,annuity,5928.43,6224.85,1974-06-14,1996-06-10,26,23,1996-06-27,5928.43,Ashley Miles,Company C,123311.34,0,123311.34,17000,0,2019-06-22,Mike Bailey
new,term_insurance,6559.01,367304.56,1971-10-30,2014-03-19,28,38,2014-04-17,1311.8,Timothy Howard,Company D,0.0,0,0.0,15000,0,2052-04-07,Kimberly Reed
declined,term_insurance,1462.28,32170.16,1995-06-16,2034-12-15,11,35,2034-12-23,0.0,Emily Contreras,Company B,0.0,0,0.0,5500,0,2069-12-14,Mark Williams
paid_up,endowment,5696.55,125324.1,1948-11-20,1986-08-26,11,18,1986-09-16,0.0,Alexis Patterson,Company A,43863.43,0,43863.43,16000,0,2004-09-11,Corey Hampton
new,term_insurance,9183.11,110197.32,1962-05-07,1990-12-18,6,26,1990-12-31,9183.11,Stephanie Shepard,Company A,0.0,0,0.0,13000,0,2016-12-24,Brett Matthews
declined,UL_endowment,1702.14,57872.76,1984-04-12,2017-04-20,17,44,2017-04-24,0.0,Nicole White,Company D,0.0,0,0.0,2500,0,2061-04-13,Tanya Jackson
closed,whole_of_life,4390.94,43909.4,1977-02-02,2003-10-08,5,9999,2003-10-09,1463.65,Belinda Evans,Company A,0.0,0,0.0,16500,0,99999,Bethany Reyes
new,term_insurance,4192.32,117384.96,1958-08-10,1994-07-12,14,43,1994-08-09,1397.44,Bruce Garrison,Company D,0.0,0,0.0,3000,0,2037-07-29,Jeremy Huber
new,whole_of_life,3470.08,138803.2,1963-04-26,1984-01-15,20,9999,1984-02-01,694.02,Vanessa Wallace,Company D,0.0,0,0.0,18000,0,99999,Adam Martinez
new,whole_of_life,4644.6,325122.0,2000-05-27,2041-04-03,35,9999,2041-04-28,0.0,Leah Perez,Company A,0.0,0,0.0,13000,0,99999,Eric Jordan
new,term_insurance,3294.39,144953.16,1950-03-22,1992-10-10,22,23,1992-10-13,0.0,Brian Bell,Company C,0.0,0,0.0,19500,0,2015-10-08,Kristy Johnson
new,whole_of_life,4670.81,261565.36,1996-04-08,2030-04-29,28,9999,2030-05-02,0.0,Cassandra Collins,Company D,0.0,0,0.0,14000,0,99999,Sabrina Roberts
new,annuity,2567.36,2695.73,1957-01-20,1994-07-23,7,26,1994-08-13,0.0,Travis Henry,Company A,14377.22,0,14377.22,13000,0,2020-08-06,Willie Evans
new,annuity,1744.94,1832.19,1985-10-28,2025-10-14,33,38,2025-10-27,1744.94,Keith Price,Company C,46066.42,0,46066.42,16500,0,2063-10-18,Victor Arnold
paid_up,UL_endowment,2223.05,146721.3,2003-06-08,2037-11-14,33,44,2037-11-26,555.76,Harold Williams,Company A,51352.46,0,51352.46,14000,0,2081-11-15,Scott Alvarez
declined,endowment,3407.08,54513.28,1993-08-16,2017-03-14,8,42,2017-03-23,0.0,Michael Henson,Company D,0.0,0,0.0,8000,0,2059-03-13,Dana Rodriguez
declined,endowment,3614.24,252996.8,1979-11-07,2012-05-29,35,5,2012-06-12,0.0,Ashley Baldwin,Company B,0.0,0,0.0,5500,0,2017-06-11,Gregory Prince
new,whole_of_life,3844.13,176829.98,1978-01-29,2015-01-04,23,9999,2015-01-24,0.0,John Lewis,Company A,0.0,0,0.0,2500,0,99999,Jennifer Trujillo
new,UL_endowment,3454.44,179630.88,1978-12-13,2013-12-06,26,20,2013-12-20,863.61,Matthew Brown,Company A,62870.81,0,62870.81,13500,0,2033-12-15,Brittney Brown
paid_up,term_insurance,7812.76,312510.4,1988-03-26,2030-04-09,20,19,2030-05-02,1953.19,Michael Price,Company D,0.0,0,0.0,7000,0,2049-04-27,John Brewer
closed,term_insurance,8145.61,81456.1,1966-06-25,2010-10-20,5,19,2010-11-05,8145.61,Rebekah Hunt,Company A,0.0,0,0.0,12500,0,2024-01-31T00:00:00,Charles Obrien
declined,UL_endowment,7975.35,287112.6,1977-11-25,2015-12-19,18,8,2016-01-16,1595.07,Robert Miller,Company B,0.0,0,0.0,14000,0,2024-01-14,Charlene Castillo
declined,endowment,8864.4,354576.0,1986-09-11,2019-03-26,20,21,2019-03-31,8864.4,Randall Donovan,Company B,0.0,0,0.0,13500,0,2040-03-25,Grant Hudson
declined,term_insurance,5578.26,256599.96,1974-02-11,2010-12-16,23,41,2010-12-22,0.0,Kimberly Reyes,Company A,0.0,0,0.0,8500,0,2051-12-12,April Phillips
declined,endowment,1757.03,31626.54,1992-08-21,2039-09-06,9,5,2039-09-12,439.26,Joseph Cooper,Company A,0.0,0,0.0,16000,0,2044-09-10,Kendra Cain
new,UL_endowment,6710.29,174467.54,2001-10-25,2049-03-06,13,36,2049-03-27,1342.06,William Key,Company D,61063.64,0,61063.64,19000,0,2085-03-18,Michael Johnson
declined,term_insurance,7682.86,368777.28,1955-02-12,1988-01-19,24,39,1988-02-01,1920.71,Todd Harris,Company B,0.0,0,0.0,3000,0,2027-01-22,Stacy West
closed,annuity,2532.81,2659.45,1947-05-25,1982-07-25,7,42,1982-08-19,0.0,Amanda Stout,Company B,0.0,0,0.0,5500,0,2024-01-31T00:00:00,Christopher Mullins
closed,annuity,5613.43,5894.1,1946-04-25,1986-06-12,13,45,1986-07-10,0.0,Mr. Roger Bell MD,Company B,0.0,0,0.0,10500,0,2024-01-31T00:00:00,Michael Thomas
new,endowment,7054.43,197524.04,1998-02-06,2046-01-02,14,33,2046-01-13,0.0,Edward Huffman,Company D,69133.41,0,69133.41,7500,0,2079-01-05,Lauren Reyes
new,endowment,6370.45,152890.8,1994-09-06,2022-05-24,12,42,2022-06-17,3185.22,Jaime Osborne,Company B,53511.78,0,53511.78,17500,0,2064-06-06,Joseph Leach
paid_up,annuity,8552.13,8979.74,1955-11-15,1976-12-02,31,47,1976-12-30,0.0,Audrey Martinez,Company A,212092.82,0,212092.82,13500,0,2023-12-19,Sara Matthews
paid_up,term_insurance,7780.52,295659.76,1990-05-22,2039-08-04,19,32,2039-08-14,0.0,Eric Chase,Company B,0.0,0,0.0,14000,0,2071-08-06,Stephanie Carpenter
closed,endowment,2040.28,24483.36,1978-12-01,2011-09-05,6,35,2011-09-12,408.06,Russell Brown,Company A,0.0,0,0.0,18000,0,2024-01-31T00:00:00,Zachary Whitehead
declined,whole_of_life,10721.68,450310.56,2005-10-27,2042-08-06,21,9999,2042-09-01,0.0,Elizabeth Bradley,Company B,0.0,0,0.0,5500,0,99999,Franklin Cisneros
closed,term_insurance,3413.61,170680.5,1993-08-19,2042-05-07,25,43,2042-05-17,568.94,Jonathan Flowers,Company C,0.0,0,0.0,10500,0,2024-01-31T00:00:00,Amanda Butler
new,UL_endowment,3473.74,208424.4,1947-07-30,1990-04-30,30,33,1990-05-18,3473.74,David Green,Company A,72948.54,0,72948.54,2500,0,2023-05-10,Susan Crane
closed,term_insurance,1677.75,20133.0,1979-10-21,2009-10-10,6,45,2009-10-29,0.0,Wayne Shaw,Company B,0.0,0,0.0,2500,0,2024-01-31T00:00:00,Samantha Sheppard
declined,UL_endowment,4031.87,249975.94,1970-05-20,2004-04-20,31,15,2004-05-02,806.37,Luis Cannon,Company C,0.0,0,0.0,8000,0,2019-04-29,Rachel Chavez
new,term_insurance,9014.53,252406.84,1953-05-21,2002-05-02,14,24,2002-05-07,0.0,Tamara Brown,Company A,0.0,0,0.0,8500,0,2026-05-01,Miss Susan Morton
new,UL_endowment,11006.9,616386.4,1964-04-19,1998-04-25,28,36,1998-04-28,0.0,Jennifer Brown,Company D,215735.24,0,215735.24,9000,0,2034-04-19,Daniel Wallace
declined,endowment,10159.18,568914.08,2004-10-30,2040-02-02,28,43,2040-02-03,2031.84,Carlos Lynn,Company D,0.0,0,0.0,9500,0,2083-01-23,Amanda Diaz
new,annuity,9214.22,9674.93,1996-10-10,2025-06-17,16,28,2025-06-23,2303.55,Joseph Harvey,Company D,117942.02,0,117942.02,4500,0,2053-06-16,Jonathan Watson DDS
new,whole_of_life,3438.43,240690.1,1952-06-24,1974-09-01,35,9999,1974-09-04,0.0,Mary Jackson,Company A,0.0,0,0.0,7000,0,99999,Samantha Glenn
new,annuity,4765.96,5004.26,1958-08-04,2000-07-10,25,12,2000-07-25,0.0,Savannah Estes,Company A,95319.2,0,95319.2,5000,0,2012-07-22,Kelly Berg
declined,UL_endowment,9093.6,509241.6,1964-02-25,1985-09-11,28,21,1985-09-18,0.0,Ashley Stewart,Company A,0.0,0,0.0,6000,0,2006-09-13,Tyler Flynn
new,endowment,5920.37,307859.24,1970-09-08,1990-12-10,26,49,1990-12-28,0.0,Joseph Crawford,Company D,107750.73,0,107750.73,9500,0,2039-12-16,Cindy Maldonado
new,endowment,7677.46,168904.12,1975-01-14,2003-10-27,11,9,2003-11-23,7677.46,Andrew Soto,Company B,59116.44,0,59116.44,10500,0,2012-11-20,Brent Chavez
closed,annuity,1364.03,1432.23,2007-02-01,2032-05-20,31,43,2032-05-22,272.81,Erin Rangel,Company B,0.0,0,0.0,19500,0,2024-01-31T00:00:00,Elijah Davis
new,annuity,9597.77,10077.66,1975-06-09,2009-09-14,24,31,2009-09-29,0.0,Corey Miller,Company D,184277.18,0,184277.18,9000,0,2040-09-21,Billy Edwards
new,endowment,8093.1,80931.0,2003-09-14,2031-12-06,5,26,2031-12-25,2697.7,Leah Miles,Company C,28325.85,0,28325.85,5500,0,2057-12-18,Brenda Harris
paid_up,UL_endowment,2027.93,117619.94,1995-08-28,2036-09-15,29,45,2036-10-02,0.0,Michael Grimes,Company C,41166.98,0,41166.98,10000,0,2081-09-21,Shane Wright
new,term_insurance,7872.42,188938.08,1984-12-26,2030-07-27,12,29,2030-08-09,0.0,Amanda Roberts,Company C,0.0,0,0.0,17000,0,2059-08-02,Krystal Stephens
new,annuity,9519.07,9995.02,2006-11-06,2053-02-03,17,45,2053-02-20,0.0,Gordon Morgan,Company A,129459.35,0,129459.35,16500,0,2098-02-09,Holly Hernandez
closed,term_insurance,10319.98,515999.0,1988-01-23,2036-05-15,25,37,2036-05-31,2579.99,Gregory Cole,Company C,0.0,0,0.0,5500,0,2024-01-31T00:00:00,Katie Leon
paid_up,whole_of_life,7980.83,462888.14,1959-09-19,2004-03-28,29,9999,2004-04-22,1995.21,Tammy Smith,Company C,0.0,0,0.0,17000,0,99999,Chelsey Johnson
new,term_insurance,1732.72,86636.0,2000-02-22,2038-01-12,25,25,2038-01-27,0.0,Emily Sharp,Company C,0.0,0,0.0,17500,0,2063-01-21,Kendra Jarvis
declined,term_insurance,8839.26,512677.08,1992-08-24,2015-06-11,29,42,2015-07-09,8839.26,Christopher Phillips,Company B,0.0,0,0.0,18500,0,2057-06-28,Caitlin Farrell
new,whole_of_life,3543.66,77960.52,1950-02-26,1974-06-22,11,9999,1974-07-17,3543.66,Teresa Johnson,Company B,0.0,0,0.0,10000,0,99999,Whitney Salazar
new,annuity,11927.22,12523.58,1990-11-14,2036-11-18,21,32,2036-11-24,2385.44,Stephanie Fernandez,Company C,200377.3,0,200377.3,2500,0,2068-11-16,Lauren Wilson MD
new,endowment,3242.7,155649.6,1954-07-22,1995-09-05,24,11,1995-09-30,0.0,Susan Benson,Company B,54477.36,0,54477.36,13000,0,2006-09-27,Carl Escobar
new,term_insurance,9734.11,545110.16,2004-08-10,2031-03-02,28,44,2031-03-22,2433.53,Miranda Fisher,Company C,0.0,0,0.0,3500,0,2075-03-11,Laura Harris
paid_up,annuity,11596.02,12175.82,1947-09-29,1990-10-10,21,49,1990-10-27,11596.02,Matthew Bray,Company B,194813.14,0,194813.14,16000,0,2039-10-15,Amanda Little
paid_up,term_insurance,5459.21,120102.62,1996-11-03,2033-03-29,11,20,2033-04-16,1819.74,David Lee,Company C,0.0,0,0.0,17500,0,2053-04-11,Timothy Marsh PhD
declined,endowment,11812.78,189004.48,1970-08-19,2004-08-24,8,22,2004-09-22,0.0,Brandon Cross,Company B,0.0,0,0.0,3500,0,2026-09-17,Jade Hardy
paid_up,whole_of_life,2055.63,49335.12,1984-05-15,2013-06-03,12,9999,2013-06-08,513.91,Amy Swanson MD,Company C,0.0,0,0.0,17000,0,99999,Kimberly Henderson
paid_up,UL_endowment,8251.38,379563.48,1976-06-26,2019-05-30,23,5,2019-06-20,8251.38,Elizabeth Bell,Company D,132847.22,0,132847.22,2500,0,2024-06-18,Daniel Phillips
new,annuity,1626.89,1708.23,1999-11-19,2028-08-08,21,42,2028-08-15,0.0,Aaron Li,Company B,27331.75,0,27331.75,15500,0,2070-08-05,Christopher Hoover
declined,UL_endowment,8125.97,260031.04,2004-02-01,2032-12-06,16,20,2033-01-01,0.0,Zachary Kennedy,Company C,0.0,0,0.0,11000,0,2052-12-27,Abigail Craig
declined,whole_of_life,7547.12,286790.56,1990-07-28,2018-09-15,19,9999,2018-10-13,0.0,Angel Bailey,Company C,0.0,0,0.0,10500,0,99999,Connie Stewart
new,whole_of_life,8371.25,519017.5,1955-11-27,1997-06-13,31,9999,1997-07-13,8371.25,Tara Davis,Company D,0.0,0,0.0,9500,0,99999,Andrew Gibson
closed,term_insurance,9774.33,566911.14,1984-11-21,2026-07-28,29,8,2026-08-06,0.0,Linda Kelly,Company A,0.0,0,0.0,15500,0,2024-01-31T00:00:00,Randy Wood
paid_up,annuity,7743.13,8130.29,1984-10-07,2011-05-26,17,41,2011-06-07,7743.13,Steven Keith,Company B,105306.57,0,105306.57,8500,0,2052-05-27,Marissa Jones
new,UL_endowment,10066.44,563720.64,1971-04-19,2005-08-07,28,35,2005-08-11,1677.74,Mark Olson,Company B,197302.22,0,197302.22,15000,0,2040-08-02,Juan Blackwell
new,whole_of_life,9822.06,667900.08,1959-03-29,2005-05-22,34,9999,2005-06-06,2455.51,Amanda Delgado,Company B,0.0,0,0.0,5000,0,99999,Stephen Powell
new,whole_of_life,7983.65,447084.4,1994-08-09,2037-09-10,28,9999,2037-10-06,1330.61,Jeffery Guerrero,Company C,0.0,0,0.0,15500,0,99999,Michael Collins
new,term_insurance,4842.1,271157.6,1962-08-27,2002-05-13,28,46,2002-05-20,968.42,Kenneth Walters,Company C,0.0,0,0.0,19500,0,2048-05-08,Kevin Alvarado
new,endowment,5549.06,366237.96,1983-10-30,2032-04-09,33,24,2032-04-12,5549.06,Ariel Nichols,Company B,128183.29,0,128183.29,5500,0,2056-04-06,Zachary Small
paid_up,term_insurance,6702.82,134056.4,1964-12-21,1995-04-19,10,46,1995-04-21,1340.56,George Wells,Company C,0.0,0,0.0,6500,0,2041-04-09,Andre Young
paid_up,whole_of_life,11261.7,225234.0,1998-03-28,2034-08-11,10,9999,2034-08-15,5630.85,Dawn Watson,Company B,0.0,0,0.0,8000,0,99999,James Snyder
declined,annuity,11972.92,12571.57,1967-04-26,1992-05-16,27,32,1992-05-21,0.0,Dr. Kimberly Edwards,Company C,0.0,0,0.0,15000,0,2024-05-13,Tonya Smith
new,term_insurance,9363.12,337072.32,1950-06-23,1979-04-23,18,36,1979-05-09,0.0,Becky Pugh,Company A,0.0,0,0.0,5000,0,2015-04-30,Thomas Shelton
closed,endowment,1437.07,20118.98,1981-10-12,2013-08-31,7,42,2013-09-02,0.0,Lisa Key,Company D,0.0,0,0.0,12000,0,2024-01-31T00:00:00,Rhonda Watson
new,endowment,3754.22,90101.28,1951-06-28,1987-09-15,12,23,1987-10-05,938.55,Courtney Gonzalez,Company B,31535.45,0,31535.45,18000,0,2010-09-29,Richard Robinson
declined,endowment,5249.18,220465.56,1996-02-06,2022-11-27,21,45,2022-12-17,874.86,Nathan Strong,Company A,0.0,0,0.0,7000,0,2067-12-06,Michael Mendez
paid_up,term_insurance,8249.28,511455.36,1981-06-29,2017-12-09,31,35,2018-01-08,1374.88,Lisa Lawrence,Company D,0.0,0,0.0,16500,0,2052-12-30,Cassandra Cannon
declined,term_insurance,5257.41,252355.68,1986-12-26,2023-04-25,24,48,2023-05-12,0.0,Theresa George,Company B,0.0,0,0.0,11500,0,2071-04-30,Deborah Robinson
new,whole_of_life,1476.37,23621.92,1977-06-11,2025-07-17,8,9999,2025-08-08,0.0,Sandra Hall,Company D,0.0,0,0.0,14000,0,99999,Mrs. Laura Cain
paid_up,whole_of_life,2484.8,124240.0,1946-10-11,1980-04-07,25,9999,1980-04-16,828.27,Kayla Henry,Company B,0.0,0,0.0,19000,0,99999,Amy Jefferson
new,endowment,9774.98,469199.04,1998-10-23,2043-05-27,24,43,2043-06-13,0.0,Selena Johnson MD,Company B,164219.66,0,164219.66,13500,0,2086-06-02,Molly Stokes
new,whole_of_life,1361.17,29945.74,1958-08-19,2007-05-17,11,9999,2007-05-22,226.86,Nicole Watson,Company A,0.0,0,0.0,11000,0,99999,Beverly Murphy
new,UL_endowment,11079.29,199427.22,1975-09-24,2024-05-16,9,30,2024-05-27,3693.1,Ronald Bright,Company A,69799.53,0,69799.53,7000,0,2054-05-20,Micheal Acevedo
declined,whole_of_life,8554.77,205314.48,1959-04-04,1988-09-15,12,9999,1988-10-05,1425.8,Shelley Miller,Company B,0.0,0,0.0,6000,0,99999,Michael Lee
closed,term_insurance,1373.0,90618.0,1957-06-18,1997-05-01,33,28,1997-05-18,0.0,Paul Monroe,Company C,0.0,0,0.0,12000,0,2024-01-31T00:00:00,Michele Thomas
declined,endowment,3513.29,161611.34,1971-05-16,2003-05-05,23,23,2003-05-26,0.0,Stephanie Miller,Company C,0.0,0,0.0,12500,0,2026-05-20,Michael Smith
new,endowment,2520.98,131090.96,1999-03-10,2031-05-04,26,33,2031-05-09,0.0,Paula Harrison,Company B,45881.84,0,45881.84,11000,0,2064-04-30,Jimmy Evans
declined,UL_endowment,10123.75,141732.5,1997-05-28,2036-10-16,7,10,2036-10-17,0.0,Ryan Matthews,Company B,0.0,0,0.0,20000,0,2046-10-15,Laura Cunningham
new,whole_of_life,11119.08,266857.92,1952-08-22,1993-12-18,12,9999,1994-01-01,2779.77,Scott Shaw,Company C,0.0,0,0.0,9500,0,99999,Teresa Brown
